"ean";"parent_id"
"3143164770123";"537907"
"8718334755696";"548022929"
"8717657861527";"5312116"
"8057015985909";"555077581"
"0888667701344";"541554986"
"5400552672031";"566960011"
"66881106913";"552994696"
"5045493079435";"5391006"
"8718334695466";"5344011"
"8059132338293";"564007499"
"9940167109345";"53109072"
"7640170798159";"561123289"
"3608270856814";"557714326"
"9920064978804";"52332"
"5045496693904";"552219807"
"5060451021615";"564753461"
"5052505901448";"564485480"
"3613330871362";"52533"
"3143166131595";"562965100"
"8057288430311";"535707"
"540003894";"549318509"
"8058321437311";"566447398"
"8719204346648";"556036323"
"7450300076039";"5318330"
"3614712254650";"553947259"
"560049338";"567954877"
"8718334928335";"564765046"
"1710263081102";"564031590"
"2703425058042";"550636720"
"4043874197335";"552994057"
"7613363390287";"578800694"
"8051273663357";"5310318"
"8434341750140";"565854578"
"5045494560239";"543906329"
"560052783";"562413581"
"8434341725773";"551101716"
"4050842436969";"50350"
"8717657861497";"5312116"
"8719257350807";"577037141"
"8718334915670";"562291384"
"7613363361041";"573682614"
"2500000272783";"551080275"
"3608271024861";"577936247"
"3143166350026";"567043728"
"8033893112125";"552880684"
"022905300138";"5316004"
"8032723418581";"562488982"
"06909253";"541837820"
"3614713103438";"560934249"
"9920064807692";"51017"
"7640170797701";"568719840"
"8054637206290";"51141"
"8059132069111";"542354341"
"3613331207016";"540081717"
"8075498340";"552930170"
"3143167094257";"540368967"
"8057015987262";"550214368"
"550033927";"553757938"
"3614712031435";"555349715"
"3601456256699";"568219711"
"5045493765703";"5391053"
"8064895045";"52734"
"8050447785840";"51273"
"8719204315651";"555640354"
"3608270932068";"563941248"
"9940150109105";"539230"
"8055350815196";"52951"
"9920064662192";"00622"
"3605442472919";"551546150"
"540014164";"544723058"
"3102279898528";"5394004"
"8032871509926";"550394296"
"9940085108981";"522519"
"3605793939994";"53154071"
"6970750578521";"578469950"
"5057472021946";"564367814"
"5712030673950";"574693139"
"8434030376644";"533402"
"3613330587614";"51716"
"8434341999907";"565321398"
"8053621993659";"5312739"
"3246576147597";"5321125"
"8000064633628";"51492"
"3143166433545";"570058083"
"8059132541143";"571787260"
"8300511193539";"5312518"
"8718334819022";"552566851"
"8055353298446";"5375020"
"8055743812368";"5314955"
"8033714123484";"5243014"
"8075489961";"556238695"
"8054687486055";"5313407"
"3143166438823";"575202139"
"9940066109917";"520129"
"5045497376110";"556920716"
"9940150109094";"539227"
"7612997631599";"52722"
"9940215109119";"5315735"
"8434341568479";"553852773"
"3143166433835";"578594074"
"8718334759632";"544771460"
"8300511206024";"5312529"
"1704427039047";"560007674"
"5045497496535";"558093061"
"8057288430038";"535714"
"190852606779";"565233153"
"9940234109064";"5317617"
"8718334612760";"52984"
"4004758963026";"549948550"
"9940067109977";"521232"
"7261168025000";"569647445"
"3143166113997";"571649433"
"9940079109854";"522303"
"889516542965";"538201"
"8057001713646";"551065814"
"5045499702412";"567381359"
"3614038722963";"567009671"
"3143166293675";"543778160"
"8055353324954";"5375050"
"7318011491605";"565129144"
"5045494989221";"548946261"
"9288222043";"5317106"
"4048043423710";"00626"
"3614038761870";"562980391"
"3614713151989";"561476842"
"5555555885251";"546586903"
"4046178381295";"534735"
"4043876488349";"555555038"
"5400552408708";"568927237"
"3607997920969";"551450305"
"3601455902726";"5313614"
"8718334781183";"541334005"
"8073962537";"557197608"
"9940109109151";"535140"
"9920064698542";"50800"
"8059712339696";"568945152"
"8718334645379";"520000"
"550035953";"554191844"
"9940150109162";"539240"
"8471070257540";"551206520"
"3611588420639";"52670"
"1.71024E+12";"566371479"
"3608270867025";"557421380"
"8033714150947";"5318731"
"9920065033328";"52815"
"8056305579668";"540494477"
"849164062048";"538705"
"3143165904244";"556018085"
"8075490900";"555983034"
"3613331205333";"548845278"
"1710263081065";"564031590"
"5052506477218";"571580471"
"5052505128630";"548713686"
"3605793909096";"53154179"
"9288198041";"5317113"
"07496196";"557975500"
"8032631631485";"5314406"
"9009463117332";"563638012"
"5045499400080";"565116897"
"4251217507103";"537812"
"3102279659556";"5394007"
"5045491400804";"5391071"
"3143166376750";"562728353"
"8056305608665";"543165032"
"3614713110610";"561869884"
"9920064972253";"52294"
"2500000221330";"5318816"
"3614711009787";"545090526"
"8059132529387";"577670015"
"3614712031282";"555181926"
"3611589693988";"53650122"
"8032871864803";"572400113"
"9940223108970";"5316506"
"2015100048350";"53109080"
"8434538374487";"577613923"
"9940109109427";"535177"
"3102272653971";"546013851"
"8719204391211";"555545395"
"8064927460";"52740"
"550035341";"556695909"
"5045498980637";"559189603"
"9920065062298";"52914"
"5054411808675";"557622972"
"8032871641794";"569655364"
"8718334870337";"550314029"
"7613214751311";"551411350"
"3608271011199";"573747992"
"8300262964440";"560364148"
"5052504162512";"52316"
"8058154872983";"5317033"
"3143165496572";"533659"
"8434538434204";"572273394"
"2500000277252";"570237948"
"4056178539787";"569506139"
"3614710926535";"549361755"
"012698941102";"550428173"
"3143166011743";"547104071"
"8059132561677";"572689515"
"8032871144820";"53104102"
"3661826431774";"535628"
"8052043071273";"543386747"
"8030035469277";"559291966"
"8032871155031";"53104066"
"9920065015713";"52660"
"3605794173762";"568103938"
"3143166887508";"540053352"
"3143166181958";"562788974"
"3614712031756";"555181926"
"3143165053171";"533814"
"5415320131887";"557154926"
"3601455900227";"5313512"
"9940117108962";"535909"
"3143165843321";"543296745"
"3143166349990";"567043728"
"190737011339";"557315963"
"8059132498300";"572498304"
"8032871358326";"546827282"
"8434341475227";"557529971"
"8434341791921";"568026600"
"8032871101656";"53104147"
"3143166448167";"579717833"
"3143165828236";"547236901"
"3143164972183";"533905"
"5045497743530";"555961201"
"2015100033806";"5310614"
"9940067109965";"521230"
"8052043015819";"5310203"
"8030035469178";"558986646"
"3223771442788";"536008"
"2701877042183";"556644181"
"3605794195542";"569675970"
"2500000127243";"523517"
"8056685358341";"546349183"
"8077137557";"568082629"
"5045493058164";"5391066"
"2500000274169";"568292028"
"3614710967217";"548758500"
"8434341778724";"567306892"
"8052798305326";"560091247"
"1600415064063";"546433272"
"3611586672689";"545888474"
"8050751333911";"50104"
"3663720082564";"562291529"
"3608270701848";"5312926"
"8055743800372";"5314961"
"8434341548624";"557227854"
"883915886316";"544503116"
"3143166120377";"554829258"
"540008564";"548168201"
"8058986006655";"5310104"
"0000000035777";"5311613"
"4055592104861";"537102"
"3614713083440";"561920486"
"5055901325399";"554783498"
"9920064956307";"52160"
"8434341092295";"549109220"
"4046178177171";"52184"
"3614713111266";"561913042"
"3114438924405";"564020608"
"7332540828299";"564914358"
"3614711007363";"549146000"
"8054959537416";"554028997"
"8030035471539";"559376427"
"8718334847018";"558054900"
"3611588430423";"53650204"
"5055901342730";"578707974"
"3607020884190";"541784471"
"9940201108928";"5314305"
"3143166447627";"577500755"
"3605442222514";"538130"
"06908690";"540021416"
"9920064713870";"50035"
"0888664578307";"547124917"
"190108787108";"568341742"
"3661826425452";"535623"
"560045020";"565004489"
"8033714129486";"5243004"
"3246577250050";"556320827"
"8718793777024";"52117"
"8032871213854";"53104096"
"1704439027056";"561032676"
"9920065005981";"52589"
"9920065101256";"520087"
"9940109109247";"535154"
"8057288431844";"535701"
"8718334769358";"549029146"
"8719204406724";"559295046"
"3143166614203";"541728944"
"8059132186276";"540287708"
"8077098209";"566516052"
"8054637207013";"51127"
"6970750578217";"575516572"
"550031922";"551756408"
"3614710936299";"546162856"
"8434030827337";"546258572"
"3608270774224";"542128146"
"8718334662628";"5346079"
"8717657867772";"5312105"
"3614035945525";"554375012"
"8059132503561";"579212390"
"8058338204371";"534034"
"8059132418070";"564799882"
"9940081108914";"522403"
"8059132487908";"570935111"
"8052043094258";"555368629"
"8078053021";"565954157"
"8032871641541";"561842637"
"8078068117";"560645389"
"8059132434377";"566665978"
"8719128945125";"558541505"
"3143166346517";"562244414"
"9940215109243";"5315754"
"8078210908";"566533688"
"8434341471090";"556429031"
"8032631220825";"562879175"
"8058091650644";"563426281"
"8057015918501";"559325730"
"8434030118947";"52082"
"9920064698566";"50800"
"8057015985275";"557529580"
"3760229891571";"556204128"
"9940066109887";"520123"
"2399500103082";"521803"
"3102273395139";"578471824"
"3614038788099";"564420186"
"8056305608566";"551125710"
"3143165862926";"554786864"
"9940182108993";"5312415"
"9940201109019";"5314322"
"4055412242209";"552563098"
"3608270852090";"557941268"
"3143165808122";"541146783"
"739655588327";"570688565"
"8718334556590";"51363"
"8059132431178";"565747716"
"3614495158398";"556299782"
"8719204718520";"572585197"
"8059132472645";"569971322"
"8057001654994";"551156037"
"8033128619474";"5316912"
"3608270711991";"5312934"
"8000002339902";"557746018"
"8434030557371";"5334102"
"8051518078281";"566900292"
"8056305816244";"541359692"
"3601456267411";"565524726"
"08011510";"564070611"
"840950129006";"538704"
"3614036486713";"553104198"
"8300982653259";"568322147"
"3605793900710";"53154150"
"1704313010082";"564376184"
"9940200108910";"5314202"
"3143166521747";"577594692"
"5055901323548";"558203787"
"8057001734559";"559343625"
"8032871285592";"543009996"
"4043874216272";"550127018"
"540014439";"546878052"
"8078048043";"569036828"
"8057001737086";"554968334"
"8030035252299";"538838"
"7612997631568";"52722"
"8032871126390";"53104058"
"3102272628702";"543189391"
"4055412140857";"5311437"
"3143165924662";"545325529"
"8059132040011";"545957311"
"5045495956505";"546345247"
"9940158109011";"5310026"
"3613330933664";"5313735"
"3611589690031";"53650117"
"5045550507185";"560204045"
"3102279659792";"5394044"
"8033893004437";"565671783"
"3601456232143";"566278380"
"3143166040262";"557598522"
"8435440808480";"5317308"
"3143166377009";"568236707"
"3223771455184";"536028"
"3143166316206";"571059917"
"8033893123084";"563133775"
"9920064641302";"49372"
"5055901318742";"5352062"
"5045494639317";"548062311"
"8050445895572";"550205699"
"560058003";"569373318"
"8032871295560";"542762678"
"7613214631897";"533326"
"3601455891303";"5313642"
"8434030358848";"533432"
"8717657858268";"5312112"
"3143165970256";"550978918"
"3601456010741";"546169457"
"1704025063048";"565671127"
"9940111109023";"5353014"
"3143166528166";"578503948"
"8007782285535";"5318408"
"8034109157527";"5311708"
"3143167299911";"576324239"
"8717657920262";"540285910"
"8433979876734";"52033"
"540010874";"548949930"
"8718334712682";"5344034"
"8718334668637";"5346009"
"550031952";"556400228"
"3143167300419";"572860743"
"8075491175";"554008139"
"3143165488331";"533609"
"8718334696746";"5344014"
"8051514684189";"544788711"
"5400516934243";"557766069"
"3143165793022";"544760829"
"3661826459594";"545615472"
"4056746010762";"52237"
"7332540650340";"561622558"
"2500000131264";"5341176"
"560054539";"561326398"
"4053607743845";"50503"
"3614710964070";"543294869"
"3135101068101";"569219570"
"5045494591493";"544811039"
"8434341305197";"558300608"
"8030035468195";"557691935"
"8058571619031";"551114362"
"840821133330";"536802"
"3608270865465";"558966840"
"4056567402364";"563069509"
"3614711973859";"551478530"
"8059132069500";"546844851"
"5051534547894";"51399"
"3143166389309";"566525798"
"8719204175972";"547905676"
"3663720084766";"566340980"
"8058984190295";"552183243"
"8434341041118";"548021289"
"4056588069188";"560955682"
"8059078885950";"5310103"
"889116196124";"52274"
"8051273856742";"540627422"
"3613331205388";"548029821"
"560049310";"568599258"
"3614495112048";"554891421"
"8434341570724";"557237162"
"4046178179809";"52180"
"3605794026440";"545345267"
"8717457539589";"567289133"
"9940065108932";"521108"
"8435440813156";"5317302"
"9920064714037";"50037"
"0000000509432";"5311914"
"550033889";"558576694"
"5045498736913";"554375056"
"4042034186769";"00850"
"540016778";"542693193"
"3114439071542";"552419883"
"8434341109740";"549168550"
"4055592113146";"537111"
"5700492808119";"559001047"
"5052506336003";"570193524"
"8054959046147";"547960849"
"5052505124564";"547618432"
"540014376";"540218632"
"3143165253304";"533661"
"2000014360235";"5311810"
"8434341305203";"558300608"
"5712030751740";"573561762"
"8058091328505";"564389314"
"4055412242995";"554963058"
"5055901304240";"51418"
"3102279434290";"554069119"
"9920064816434";"51187"
"4043874284066";"566342543"
"540001748";"543023891"
"8058091276202";"567274895"
"9940233108977";"5317514"
"8058321183157";"557874417"
"5712030656854";"575367136"
"9920065031898";"52798"
"8300982644899";"560970544"
"2222231555823";"540224589"
"5555555837366";"539506"
"8719109120480";"53133087"
"4055412238455";"558264967"
"4251217500470";"537808"
"9940226108934";"5316808"
"2500000171383";"538657"
"4053607952469";"51105"
"7612860863904";"50544"
"8719469024862";"567044115"
"8033893219626";"562326792"
"540010888";"548056240"
"3143165833117";"542751987"
"3614711950034";"557606868"
"9940155108914";"539703"
"5055973735263";"569710728"
"8434341767704";"560405084"
"8059132339191";"566751207"
"8059132126258";"540819575"
"8057004626691";"569434143"
"8059714896852";"5377033"
"3608270866684";"555849501"
"3143164929514";"538014"
"9920064662116";"00621"
"3607812800667";"539802"
"8718334857307";"550534959"
"3601455985392";"545084364"
"8056305617469";"543165032"
"66881104049";"551668714"
"3143165780848";"542671151"
"5052505306984";"548462204"
"8434030586715";"5334176"
"8719469029508";"563656075"
"8432338582026";"564605142"
"8719108138332";"53133102"
"2500000190841";"5310125"
"889642656024";"553300655"
"798248067199";"572195693"
"3614710416722";"53650091"
"8000002339957";"557746018"
"8719204687802";"577737566"
"3614496262360";"566268049"
"9940170108911";"5311202"
"3608270741639";"5312966"
"540013243";"545334004"
"5712030751788";"573561762"
"540011081";"546765264"
"9940209108994";"5315115"
"8434341565737";"554723589"
"3143165427897";"538311"
"3608271010345";"571887769"
"3605442475828";"555487463"
"8058091190041";"561580554"
"2500000277535";"546853849"
"5055973721433";"561879768"
"3143165809853";"548481734"
"8718334624534";"520007"
"8057015675282";"552207116"
"550032624";"559655403"
"4046178383091";"534739"
"8058154873546";"5317041"
"07000867";"549064289"
"1704021014099";"563401955"
"8054959559654";"553917173"
"550031880";"553192087"
"8056305530263";"543265528"
"3607021007895";"568071834"
"8058347448582";"5318422"
"3143166210061";"569533264"
"5054411435932";"5342012"
"9920065080612";"52152"
"8719204723432";"579768010"
"3143165357996";"533689"
"8057004078988";"557241379"
"3605793893951";"53154052"
"8718939982961";"53133059"
"64881052252";"536407"
"3143166342915";"569194976"
"8059712297231";"556955695"
"5045498971413";"550135772"
"1704121035055";"564241873"
"8719256954525";"572002635"
"3608270726209";"5312920"
"889516540039";"538224"
"9940228109220";"5317042"
"5045499457695";"561529400"
"840821129906";"536807"
"2015100046403";"5311027"
"9940067109985";"521234"
"3143166088202";"559188992"
"8434341580150";"554503226"
"5052506604010";"571290798"
"540010830";"540487030"
"1704309055080";"566188520"
"8075522119";"556370975"
"8718334652452";"5344059"
"8434542127239";"564875610"
"3246577250449";"556252968"
"3663720114753";"571770497"
"3102272446887";"5394071"
"3607020985880";"560375749"
"3605442453130";"559299281"
"7640170798005";"566908177"
"8056305574502";"546306665"
"3143164849515";"5385037"
"8719204666708";"576098532"
"2458831203097";"5315611"
"8056305509924";"543550637"
"3223771460188";"536038"
"8032871838873";"573996694"
"8057015925295";"553328953"
"4028193715729";"558588042"
"8719204349465";"559061462"
"3601455848123";"5313662"
"8719257340402";"578675640"
"3607020932334";"556886890"
"8434030118602";"52087"
"06931797";"542162405"
"3608270781482";"543038495"
"9940065108933";"521108"
"5052505685089";"553547332"
"8718334916127";"560102645"
"4043874262378";"566995494"
"3605793904138";"53154061"
"5052505672065";"557408962"
"4043874011822";"5318829"
"8057004968432";"561051469"
"3143165356104";"533806"
"8054632163765";"52400"
"3114439100693";"564377710"
"8059132489414";"570705180"
"5055901326822";"550515295"
"3611588375786";"52659"
"2500000221392";"5318837"
"3143166216360";"565585910"
"9940117108986";"535913"
"8719204423769";"551861503"
"8300511096915";"542750397"
"5055901348435";"572172589"
"3601456152434";"556072382"
"17127604";"5312317"
"540032718";"549077438"
"8432338752559";"567059317"
"9940066108960";"520911"
"8434030344223";"533448"
"3143166149118";"569357606"
"7332754299588";"579032684"
"08087003";"560851718"
"8719108141172";"53133090"
"8718915016147";"51288"
"2015100051446";"5310634"
"7613363395114";"572914739"
"7492900022085";"5318311"
"3607020950611";"559925140"
"5060495337277";"568626224"
"8075493160";"553149974"
"3611589615881";"53650065"
"5045496843590";"550841791"
"8052043026365";"5310248"
"8054632716879";"52430"
"3114439142495";"574050823"
"8052648651627";"563211142"
"8055685762455";"536104"
"8300511202200";"5312503"
"540013218";"549641393"
"8719109146299";"53133034"
"9009611971922";"541848790"
"8072785500";"542303562"
"8032871509896";"550394296"
"3607892632745";"558920954"
"8434030370727";"533423"
"8719204473351";"560134994"
"3605793894132";"53154059"
"8032871190766";"53104126"
"8059714875772";"5377019"
"5052506331473";"575593187"
"3614711975587";"558768760"
"5052505144012";"548778717"
"0000000522753";"547671869"
"3613331307570";"550788954"
"8059132201894";"556931006"
"8075483687";"559999213"
"8032631862544";"550577504"
"8717457176029";"567904957"
"3143167177547";"543786069"
"3143166156642";"561985183"
"9009463153637";"561103668"
"8058321441301";"565177420"
"3102278866887";"00195"
"8434030353485";"533408"
"1704961045061";"563318681"
"8718334668675";"5346009"
"4056178372681";"557541934"
"8434030621676";"5334143"
"8054958129308";"553270602"
"8053621981977";"5312806"
"9940234109100";"5317621"
"2015100045241";"5310611"
"3601455980601";"547192905"
"3114439139303";"579541282"
"3114439015188";"566872554"
"8032871481611";"550288981"
"9940066109902";"520127"
"8719257350814";"577037141"
"9940201109029";"5314324"
"8718334863506";"553170469"
"8059132610337";"573008028"
"3608270775603";"540803274"
"3102279430278";"559936142"
"8058986207984";"542663737"
"3223771442580";"536010"
"3601456193604";"550307843"
"9940209109321";"5315173"
"5045494529151";"542935029"
"3601456177604";"555516222"
"8059132569413";"575270184"
"9920064807739";"51017"
"3614710413011";"53650091"
"9940164109209";"5310658"
"3114439067972";"550157594"
"9940201109130";"5314344"
"3607812801053";"539808"
"8077098845";"569265423"
"5052505698546";"554379915"
"8434030116653";"52058"
"8058091278695";"569690820"
"7613273940763";"549916070"
"9940142109404";"5384095"
"8053327593863";"542372925"
"4004757924882";"544348810"
"9920065006582";"52561"
"4046178381790";"534736"
"8719204704899";"570331935"
"5045493090034";"5391050"
"3608270736024";"5312987"
"4053607965377";"51098"
"190108854343";"567437870"
"9920064369619";"00199"
"9920064724043";"50131"
"9920064962292";"52219"
"3607020823021";"5341076"
"8057288432124";"535728"
"8471070407884";"552677921"
"5045497624389";"556046844"
"5045494596320";"548535384"
"8719204041253";"5370054"
"1602956079247";"546295298"
"3143165385579";"5310726"
"888855197317";"52299"
"9940142109096";"5384037"
"9920064632027";"49269"
"3605794117957";"559984132"
"8032871843150";"573808514"
"8432338751774";"567205945"
"8057015974446";"550678393"
"3143165798591";"544442926"
"5045497234335";"553293574"
"3611589677070";"53650235"
"3143167062645";"549883369"
"8434030396123";"533425"
"8717457531453";"569001430"
"8718334925587";"561771101"
"887278285366";"541475983"
"3102272476525";"5394069"
"06981389";"546462407"
"8433979894714";"52017"
"540014444";"543145252"
"9920064928632";"51769"
"8434538396373";"579738410"
"3143167225408";"578798190"
"7613214768111";"553843816"
"3608271011120";"576473208"
"9940150109074";"539224"
"8718915024920";"52201"
"8718334635011";"52994"
"8718334925631";"561771101"
"9940150109129";"539234"
"8050447757021";"51266"
"3143164594200";"533926"
"8718334747714";"549811163"
"9940079109884";"522305"
"8717457438103";"561371093"
"8058328353782";"567398915"
"3102279439158";"550172936"
"3614711941261";"557961386"
"3143167152810";"540648758"
"3143166614227";"541728944"
"3143165901083";"555727093"
"1704489048094";"560406560"
"4056178230226";"5419422"
"3611586989534";"51455"
"9940223109046";"5316514"
"08030306";"561259313"
"3143166450016";"570545229"
"8718793317558";"51318"
"3143166915942";"543843261"
"8072783621";"548276168"
"3605793926741";"53154116"
"4056588144304";"565120550"
"3143169655739";"549257113"
"843121100996";"572595497"
"3143166886020";"570093823"
"3143167222155";"579277670"
"3601455910196";"5313515"
"3143165074077";"5385035"
"8032871120657";"53104119"
"8059132527642";"578806358"
"3614710976608";"548253440"
"5054411444323";"5342008"
"3601455855381";"5313503"
"8059132555874";"577437179"
"8433979595543";"51541"
"5016978365848";"565606303"
"3605793900222";"53154197"
"3143165398104";"533807"
"9940235108982";"5317708"
"8051518016085";"563962325"
"4058032705833";"563483416"
"3614712254759";"559970629"
"9940233109075";"5317534"
"2525300103094";"5315606"
"7494000020053";"5318315"
"8032631271261";"547615383"
"3114438924948";"578204201"
"4004757092338";"52831"
"4046178394264";"534706"
"3102279875840";"5394064"
"3608270720993";"5312933"
"8718334649063";"5344077"
"8719204692684";"570828851"
"8059132500652";"566431310"
"3614712254629";"559970629"
"739655400391";"578458210"
"1704945086059";"569357549"
"3143166156673";"561985183"
"8059132346496";"564212877"
"8030035246076";"538824"
"550033890";"558576694"
"5555555837663";"539522"
"8033893947390";"52588"
"07436949";"550848100"
"3102279890492";"5394001"
"3614713161308";"565055475"
"3661826425353";"535620"
"888667674853";"560086764"
"8718334934176";"563451465"
"8057015988214";"557230431"
"2534700103054";"5315615"
"3608270711618";"5312930"
"8032871161957";"53104073"
"190108087345";"563432094"
"3143166733096";"540576514"
"3601456100800";"557654521"
"8434030347460";"533454"
"9920064698917";"50803"
"9920065041064";"52381"
"3601456176003";"554889433"
"8719204335321";"558929961"
"1704329021065";"563617210"
"8434030456834";"533459"
"3143164930343";"5385050"
"2701553094123";"559766206"
"5712691218217";"564692710"
"8077081659";"564534851"
"8718334718110";"5344044"
